Object,Mouth,Temperature,Precp,RH,StnPres,WS
2015-桃園市-1,1,15.07,27.42,72.18,1003.54,2.95
2015-基隆市-1,1,15.9,84.35,71,1015.1,5.7
2015-新竹縣-1,1,14.09,23.45,75.18,983.71,1.59
2015-新竹市-1,1,15.4,21.75,72,1016.85,2.05
2015-苗栗縣-1,1,14.6,22.2,77.25,999.58,1.69
2015-臺中市-1,1,15.4,14.11,72.16,989.4,1.9
2015-彰化縣-1,1,16.59,11.12,73.69,1015.3,2.07
2015-南投縣-1,1,10.38,18.41,72.14,877.16,1.65
2015-雲林縣-1,1,15.62,11.75,80,891.6,2.2
2015-嘉義縣-1,1,11.63,17.22,70.5,875.85,0.83
2015-嘉義市-1,1,16.8,6,75,1016.6,1.8
2015-臺南市-1,1,17.3,9.73,73.71,1014.21,1.66
2015-高雄市-1,1,18.28,6.69,69.82,1009.75,1.55
2015-屏東縣-1,1,18.24,14.29,73.96,997.46,1.75
2015-宜蘭縣-1,1,14.38,147.03,74.5,984.52,1.46
2015-花蓮縣-1,1,14.67,58.79,66.5,974.7,1.19
2015-臺東縣-1,1,15.91,50.15,70,971.16,2.25
2015-金門縣-1,1,13.9,32.5,65,1020.2,3.2
2015-連江縣-1,1,11.3,45.2,77,1013.4,3.7
2015-澎湖縣-1,1,17.55,22.75,72.5,1017.15,7.45
2015-臺北市-2,2,15.5,73.48,79.91,991.25,1.87
2015-新北市-2,2,15.56,126.25,82.93,1001.81,1.71
2015-桃園市-2,2,15.43,75.62,79.09,1001.96,2.15
2015-基隆市-2,2,16.35,108.35,76.5,1012.95,5.1
2015-新竹縣-2,2,14.61,61.19,81.9,982.53,1.22
2015-新竹市-2,2,15.65,37,79.5,1015.55,1.65
2015-苗栗縣-2,2,15.34,56.57,82.25,998.5,1.48
2015-臺中市-2,2,16.24,31.27,76.38,988.47,1.84
2015-彰化縣-2,2,17.58,12.78,77.06,1014.32,1.94
2015-南投縣-2,2,10.36,16.69,80.29,876.29,1.6
2015-雲林縣-2,2,17.34,14.6,81,951.6,2.16
2015-嘉義縣-2,2,12.4,42.84,77,875.3,0.97
2015-嘉義市-2,2,18.1,30.1,77,1015.5,1.8
2015-臺南市-2,2,18.51,26.95,76.17,1013.18,1.72
2015-高雄市-2,2,19.37,26.49,72.39,1008.66,1.62
2015-屏東縣-2,2,19.4,20.83,76.64,996.48,1.6
2015-宜蘭縣-2,2,15.35,123.52,80.5,982.59,1.33
2015-花蓮縣-2,2,15.64,54.55,75,972.96,1.11
2015-臺東縣-2,2,16.94,33.85,74,969.74,1.86
2015-金門縣-2,2,14.5,55.2,69,1018.4,2.8
2015-連江縣-2,2,11.1,10,81,1011.2,3.1
2015-澎湖縣-2,2,18,37.95,76,1016.1,6.25
2015-臺北市-3,3,17.37,193.91,84.91,990.18,1.93
2015-新北市-3,3,17.3,283.04,87.97,1000.78,1.73
2015-桃園市-3,3,17.34,184.71,85.45,1000.72,2.2
2015-基隆市-3,3,17.5,264.4,83,1011.8,5.1
2015-新竹縣-3,3,16.93,128.54,87.1,981.49,1.23
2015-新竹市-3,3,17.85,104.25,84.5,1014.2,1.65
2015-苗栗縣-3,3,17.88,75.5,86.75,997.36,1.35
2015-臺中市-3,3,18.9,50,80.76,987.49,1.71
2015-彰化縣-3,3,20.41,5.16,80.84,1013.22,1.87
2015-南投縣-3,3,13.56,51.61,84.71,876.56,1.67
2015-雲林縣-3,3,20.79,5.5,79.25,1002.07,2.02
2015-嘉義縣-3,3,20.49,13,75.7,984.79,1.43
2015-嘉義市-3,3,20.9,7.3,79,1014.2,1.8
2015-臺南市-3,3,21.5,6.57,78.62,1011.81,1.75
2015-高雄市-3,3,22.34,8.76,74.48,1007.35,1.64
2015-屏東縣-3,3,22.07,5.2,78.44,995.3,1.65
2015-宜蘭縣-3,3,17.5,279.06,83.5,981.84,1.35
2015-花蓮縣-3,3,17.9,113.48,79.5,972.47,1.15
2015-臺東縣-3,3,19.16,63.96,78,969.26,1.91
2015-金門縣-3,3,15.8,28.1,74,1016.9,2.9
2015-連江縣-3,3,12.8,46,84,1009.7,3.4
2015-澎湖縣-3,3,20.6,46.1,79,1014.65,6
2015-臺北市-4,4,20.99,92.12,79.27,986.4,1.81
2015-新北市-4,4,20.89,132.47,83.62,996.67,1.59
2015-桃園市-4,4,21.37,94.38,79.18,996.7,2.04
2015-基隆市-4,4,21,105,79,1007.55,4.75
2015-新竹縣-4,4,20.48,108.62,80.82,978.03,1.15
2015-新竹市-4,4,21.7,86.25,80,1010.3,1.7
2015-苗栗縣-4,4,21.88,68.23,81.06,994.01,1.52
2015-臺中市-4,4,22.53,64.23,74.9,984.3,1.85
2015-彰化縣-4,4,23.92,40.42,77.11,1009.56,1.95
2015-南投縣-4,4,16.04,73.45,78.14,874.59,1.82
2015-雲林縣-4,4,23.58,48.47,74.83,999.43,2.25
2015-嘉義縣-4,4,23.21,55.19,75.18,990.52,1.72
2015-嘉義市-4,4,24.7,68.55,71.5,1009.5,1.65
2015-臺南市-4,4,24.55,46.93,74.43,1007.34,1.95
2015-高雄市-4,4,25.07,27.56,71.06,1004.1,1.81
2015-屏東縣-4,4,24.4,47.36,73.8,992.21,1.76
2015-宜蘭縣-4,4,20.51,121.04,80.5,978.3,1.38
2015-花蓮縣-4,4,20.48,89.76,75,969.33,1.25
2015-臺東縣-4,4,21.63,124.34,78.5,966.62,1.91
2015-金門縣-4,4,20,72.9,74,1012.2,2.8
2015-連江縣-4,4,17.6,76.1,79,1004.7,4
2015-澎湖縣-4,4,23.5,54.3,76.5,1011.2,5.15
2015-臺北市-5,5,24.54,296.81,82.73,981.74,1.64
2015-新北市-5,5,24.4,290.73,85.93,991.82,1.32
2015-桃園市-5,5,24.75,300.73,83,991.92,1.78
2015-基隆市-5,5,24.55,188.65,82,1002.35,4.15
2015-新竹縣-5,5,23.71,359.42,88.27,973.63,1.04
2015-新竹市-5,5,25.1,408,85,1005.35,1.8
2015-苗栗縣-5,5,25.32,453.23,86.38,989.74,1.44
2015-臺中市-5,5,25.57,620.64,82.9,980.44,1.6
2015-彰化縣-5,5,26.91,509.03,85.95,1005.51,1.55
2015-南投縣-5,5,18.29,606.69,87.29,872.09,1.82
2015-雲林縣-5,5,26.32,376.39,82.43,997.46,2.04
2015-嘉義縣-5,5,25.42,541.18,80.94,987.01,1.65
2015-嘉義市-5,5,27.3,480,79.5,1005.55,1.65
2015-臺南市-5,5,27.14,427.08,81.14,1003.6,1.69
2015-高雄市-5,5,27.24,502.43,79.21,1000.44,1.51
2015-屏東縣-5,5,26.46,520.39,80.12,988.72,1.66
2015-宜蘭縣-5,5,23.52,242.99,84,974.05,1.09
2015-花蓮縣-5,5,23.15,191.8,83.5,965.12,0.97
2015-臺東縣-5,5,23.94,229,82.5,962.61,1.68
2015-金門縣-5,5,23.5,169,83,1006.6,2.3
2015-連江縣-5,5,21.3,115.8,85,999.3,3.4
2015-澎湖縣-5,5,26.55,298.35,82,1007,3.75
2015-臺北市-6,6,28.25,145.67,77.91,980.44,1.65
2015-新北市-6,6,28.02,130.3,81.48,990.24,1.26
2015-桃園市-6,6,28.56,82.03,76.64,990.51,2
2015-基隆市-6,6,28.3,32.95,81.5,1000.6,3.95
2015-新竹縣-6,6,26.98,101.31,81,972.48,1.13
2015-新竹市-6,6,28.75,124,78,1003.8,2.3
2015-苗栗縣-6,6,28.65,103.8,79.12,988.43,1.73
2015-臺中市-6,6,28.48,114.07,75.95,979.58,1.77
2015-彰化縣-6,6,29.88,59.29,79.42,1004.44,1.67
2015-南投縣-6,6,20.51,115.47,77.14,871.9,1.62
2015-雲林縣-6,6,29.02,46.59,76.5,996.34,2.26
2015-嘉義縣-6,6,27.97,60.65,75.19,984.63,1.81
2015-嘉義市-6,6,30.05,45.4,71,1004.45,2
2015-臺南市-6,6,29.74,35.27,74.28,1002.54,1.81
2015-高雄市-6,6,29.68,27.73,73.45,999.32,1.68
2015-屏東縣-6,6,28.72,34.27,74.44,987.4,1.75
2015-宜蘭縣-6,6,26.85,80.51,79.5,972.71,1.16
2015-花蓮縣-6,6,26.42,51.71,75.5,963.86,1.12
2015-臺東縣-6,6,26.78,24.9,78,961.71,1.66
2015-金門縣-6,6,27.5,24.2,86,1004.3,2.3
2015-連江縣-6,6,25.8,65.1,83,996.5,5.1
2015-澎湖縣-6,6,29.15,46.4,82,1005.9,3.55
2015-臺北市-7,7,28.22,292.25,75.64,977.38,1.76
2015-新北市-7,7,28.05,250.4,79.31,987.16,1.56
2015-桃園市-7,7,28.62,108.68,74.36,987.33,1.99
2015-基隆市-7,7,28.7,105.85,78,997.35,4.6
2015-新竹縣-7,7,26.85,230.22,80.91,969.41,1.02
2015-新竹市-7,7,28.7,44.25,76.5,1000.6,2
2015-苗栗縣-7,7,28.22,227.46,79.12,985.19,1.58
2015-臺中市-7,7,28.03,139.44,76.9,976.34,1.77
2015-彰化縣-7,7,29.28,70.8,79.35,1001.11,1.96
2015-南投縣-7,7,19.92,208.56,83,868.8,1.71
2015-雲林縣-7,7,28.27,126.26,78.44,994.12,2.49
2015-嘉義縣-7,7,27.19,216.92,79.06,983.79,1.95
2015-嘉義市-7,7,29.05,249.05,74.5,1001.25,1.9
2015-臺南市-7,7,28.44,310.09,79.86,1000.02,1.99
2015-高雄市-7,7,28.39,291.89,79.12,996.2,1.76
2015-屏東縣-7,7,27.31,449.73,81.76,984.55,1.7
2015-宜蘭縣-7,7,26.91,124.18,76.5,969.65,1.43
2015-花蓮縣-7,7,26.35,88.8,81,960.98,1.12
2015-臺東縣-7,7,26.12,357.67,79.25,958.68,1.69
2015-金門縣-7,7,27.9,138.1,78,1001.5,2.6
2015-連江縣-7,7,26.4,80.8,85,994.2,4.9
2015-澎湖縣-7,7,28.4,112.5,82,1002.7,4.55
2015-臺北市-8,8,26.91,620.96,81.55,978.4,1.95
2015-新北市-8,8,26.9,638.72,84.34,988.32,1.73
2015-桃園市-8,8,27.34,353.16,79.45,988.14,2.02
2015-基隆市-8,8,27.45,507.05,81,998.35,4.95
2015-新竹縣-8,8,25.89,402.91,83.36,969.89,1.09
2015-新竹市-8,8,27.8,145.5,78.5,1001.1,1.85
2015-苗栗縣-8,8,27.13,383.66,82,985.99,1.51
2015-臺中市-8,8,27.1,441.01,80.23,976.95,1.79
2015-彰化縣-8,8,28.3,365.75,83.5,1001.4,1.94
2015-南投縣-8,8,19.48,454.32,85.11,868.19,1.73
2015-雲林縣-8,8,27.33,510.25,81.39,994.32,2.51
2015-嘉義縣-8,8,26.73,655.52,82.28,984.04,2.11
2015-嘉義市-8,8,28.05,562,79.5,1001.5,1.85
2015-臺南市-8,8,27.68,655.5,83.22,1000.28,2.11
2015-高雄市-8,8,27.68,821.51,82.18,996.67,1.73
2015-屏東縣-8,8,26.85,697.85,84.16,985.16,1.69
2015-宜蘭縣-8,8,25.76,702.12,82,970.43,1.82
2015-花蓮縣-8,8,25.22,484.86,86.5,961.41,1.24
2015-臺東縣-8,8,25.54,306.66,80.25,958.77,1.89
2015-金門縣-8,8,27.7,182.6,74,1002.6,2.5
2015-連江縣-8,8,26.8,204.9,87,995.8,3.9
2015-澎湖縣-8,8,27.75,722.85,84,1003.05,4.9
2015-臺北市-9,9,25.65,417.98,79,982.82,1.83
2015-新北市-9,9,25.57,455.73,82.45,992.86,1.64
2015-桃園市-9,9,26.02,206.51,77.55,992.68,1.86
2015-基隆市-9,9,26.3,318.15,77.5,1003,4.55
2015-新竹縣-9,9,24.78,254.3,80.18,974.25,1.1
2015-新竹市-9,9,26.4,180,77,1005.8,1.7
2015-苗栗縣-9,9,26.04,232.52,81,990.42,1.31
2015-臺中市-9,9,26.48,209.31,77.68,980.93,1.8
2015-彰化縣-9,9,27.75,183.3,79.95,1005.56,1.94
2015-南投縣-9,9,22.33,201.86,81.71,906.06,1.43
2015-雲林縣-9,9,26.89,231.19,79,998.27,2.18
2015-嘉義縣-9,9,26.42,366.65,79.61,987.82,1.76
2015-嘉義市-9,9,27.7,321.05,79,1005.3,1.3
2015-臺南市-9,9,27.6,285.89,79.36,1004.01,1.81
2015-高雄市-9,9,27.7,234.04,78.21,1000.33,1.63
2015-屏東縣-9,9,26.64,188.35,81.36,988.53,1.53
2015-宜蘭縣-9,9,24.59,387.28,78,974.64,1.82
2015-花蓮縣-9,9,23.91,252.7,83.5,965.64,1.09
2015-臺東縣-9,9,24.39,85,77.25,963.02,1.54
2015-金門縣-9,9,26.2,214.2,72,1007.5,2.5
2015-連江縣-9,9,25,137.5,84,1000.9,3.4
2015-澎湖縣-9,9,27.55,212.55,79.5,1007.2,5
2015-臺北市-10,10,23.38,128.89,79.64,987.01,2.22
2015-新北市-10,10,23.49,211.09,83.48,997.57,2.01
2015-桃園市-10,10,24.08,94.56,77.18,996.88,2.63
2015-基隆市-10,10,24.3,127.75,77,1007.95,5.2
2015-新竹縣-10,10,23.08,86.56,80,977.9,1.5
2015-新竹市-10,10,24.65,89.25,76.5,1009.8,1.95
2015-苗栗縣-10,10,24.12,55.02,81.41,994.25,1.34
2015-臺中市-10,10,24.72,24.41,78.95,984.51,1.66
2015-彰化縣-10,10,25.89,26.22,81.05,1009.35,1.79
2015-南投縣-10,10,20.69,35.65,82.35,903.95,1.21
2015-雲林縣-10,10,25.06,19.76,81,1002.73,1.82
2015-嘉義縣-10,10,24.72,37.3,81.22,991.33,1.48
2015-嘉義市-10,10,26.1,16.25,81,1008.95,1
2015-臺南市-10,10,25.99,68.75,81.73,1007.45,1.53
2015-高雄市-10,10,26.46,64.11,79.59,1003.73,1.34
2015-屏東縣-10,10,25.56,103.78,81.92,991.81,1.48
2015-宜蘭縣-10,10,22.37,388.41,80.5,979.15,1.65
2015-花蓮縣-10,10,22.08,109.8,80.5,970.04,1.2
2015-臺東縣-10,10,22.89,92.29,76.5,966.9,2.16
2015-金門縣-10,10,24.1,7.9,67,1012.4,3.2
2015-連江縣-10,10,22.3,50.2,82,1006.3,3.8
2015-澎湖縣-10,10,26.1,7.5,77,1010.8,6.55
2015-臺北市-11,11,21.76,57.27,80.73,990.11,2.09
2015-新北市-11,11,21.75,175.77,84.86,1000.6,1.89
2015-桃園市-11,11,22.25,19.83,78.64,1000.15,2.27
2015-基隆市-11,11,22.3,103.6,80.5,1011.3,5.2
2015-新竹縣-11,11,21.1,12.33,81.27,981.25,1.19
2015-新竹市-11,11,22.65,6.75,78.5,1013.6,1.55
2015-苗栗縣-11,11,22.2,5.28,81.65,997.67,1.31
2015-臺中市-11,11,22.95,4.21,77.82,987.87,1.69
2015-彰化縣-11,11,24.05,0.85,80.4,1012.72,1.86
2015-南投縣-11,11,19.06,12.24,78.65,906.88,1.3
2015-雲林縣-11,11,23.37,1.79,79.75,1005.9,2.01
2015-嘉義縣-11,11,22.53,2.59,79.77,982.2,1.51
2015-嘉義市-11,11,24.4,0.2,77.5,1012.5,1.05
2015-臺南市-11,11,24.31,1.63,80.08,1010.72,1.74
2015-高雄市-11,11,24.81,8.68,77.82,1007.13,1.41
2015-屏東縣-11,11,24.24,34,81.56,995.1,1.4
2015-宜蘭縣-11,11,20.81,508.37,83,981.75,1.61
2015-花蓮縣-11,11,20.72,343.88,82.5,972.66,1.16
2015-臺東縣-11,11,21.71,214.33,80,969.51,1.96
2015-金門縣-11,11,22.1,0,70,1015.8,2.9
2015-連江縣-11,11,19.2,37.1,87,1009.5,3.3
2015-澎湖縣-11,11,24.4,0,78,1014.3,6.35
2015-臺北市-12,12,17.06,98.24,82,992.76,2.27
2015-新北市-12,12,17.27,192.25,84.9,1003.46,2.11
2015-桃園市-12,12,17.55,93.94,80.45,1002.97,2.72
2015-基隆市-12,12,18.15,204,75.5,1014.3,6.05
2015-新竹縣-12,12,16.67,124.66,83.18,983.54,1.51
2015-新竹市-12,12,18,88,80,1016.55,1.95
2015-苗栗縣-12,12,17.51,90.72,83.35,1000.19,1.6
2015-臺中市-12,12,18.24,57.77,79.77,989.98,2.09
2015-彰化縣-12,12,19.29,38.83,80.8,1015.07,2.52
2015-南投縣-12,12,15.36,55.32,80.75,911.37,1.43
2015-雲林縣-12,12,18.85,38,79.6,1008.18,2.66
2015-嘉義縣-12,12,18.48,36.1,79.5,984.09,1.85
2015-嘉義市-12,12,20,39.45,75.5,1014.75,1.5
2015-臺南市-12,12,19.82,22.45,80.03,1013.33,2.31
2015-高雄市-12,12,20.92,28.77,76.91,1009.25,1.69
2015-屏東縣-12,12,20.97,37.07,81.27,997.7,1.71
2015-宜蘭縣-12,12,16.93,198.28,81,983.98,1.75
2015-花蓮縣-12,12,17.4,110.02,79.5,974,1.26
2015-臺東縣-12,12,18.92,63.18,76,972.31,2.44
2015-金門縣-12,12,16.6,184.9,70,1019.3,3.2
2015-連江縣-12,12,13.9,158.1,83,1013,3.8
2015-澎湖縣-12,12,20.25,49.5,76,1016.75,8.55
2016-臺北市-1,1,14.55,278.86,86.82,992.58,1.91
2016-新北市-1,1,14.79,369.12,88.97,1000.99,1.93
2016-桃園市-1,1,14.82,328.7,86,1003.04,2.25
2016-基隆市-1,1,16.05,309.35,79,1014,5.8
2016-新竹縣-1,1,14.01,354.15,88.18,983.67,1.31
2016-新竹市-1,1,15.15,304.75,87.5,1016.95,1.7
2016-苗栗縣-1,1,14.9,302.07,88.76,1000.51,1.62
2016-臺中市-1,1,15.58,262.41,86.23,990.22,2.15
2016-彰化縣-1,1,16.45,174.42,86.65,1015.59,2.66
2016-南投縣-1,1,12.43,296.16,87.14,900.42,1.65
2016-雲林縣-1,1,16.05,149.48,85.5,1009.44,2.88
2016-嘉義縣-1,1,15.62,200.92,85.7,979.32,1.94
2016-嘉義市-1,1,16.95,151.95,83,1015.15,1.6
2016-臺南市-1,1,16.93,171.38,88.11,1013.6,2.45
2016-高雄市-1,1,18.05,188.3,84.65,1009.51,1.86
2016-屏東縣-1,1,18.6,160.54,88.62,997.69,1.74
2016-宜蘭縣-1,1,15,198.95,82,983.4,1.7
2016-花蓮縣-1,1,15.45,235.48,83.5,973.38,1.15
2016-臺東縣-1,1,17.09,204.07,80.25,971.93,2.07
2016-金門縣-1,1,13.3,196.6,76,1019.5,2.9
2016-連江縣-1,1,10.8,185.3,86,1012.8,3.2
2016-澎湖縣-1,1,17.55,119.25,80,1017.05,7.95
2016-臺北市-2,2,13.66,123.65,80.36,993.95,2.06
2016-新北市-2,2,13.95,254.49,83.87,1002.47,2.08
2016-桃園市-2,2,13.69,118.47,80.45,1004.45,2.52
2016-基隆市-2,2,15.25,271.45,74.5,1015.5,6.25
2016-新竹縣-2,2,12.98,81.81,83.45,984.85,1.49
2016-新竹市-2,2,13.95,62.25,83,1018.3,2
2016-苗栗縣-2,2,13.98,49.16,83.94,1001.75,1.85
2016-臺中市-2,2,15.08,39.32,79.18,991.55,2.3
2016-彰化縣-2,2,16.01,22.05,78.6,1016.9,2.77
2016-南投縣-2,2,12.05,57.22,81.67,901.42,1.62
2016-雲林縣-2,2,15.73,27.2,78.27,1010.65,3.06
2016-嘉義縣-2,2,15.34,31.36,79.39,980.43,2.04
2016-嘉義市-2,2,16.7,13.15,75.5,1016.35,1.75
2016-臺南市-2,2,16.74,19.65,80.34,1014.83,2.49
2016-高雄市-2,2,18.11,26.38,75.88,1010.7,1.89
2016-屏東縣-2,2,18.54,14.82,79.77,998.88,1.77
2016-宜蘭縣-2,2,14.35,161.94,77,984.89,1.87
2016-花蓮縣-2,2,14.73,76.82,76.5,974.79,1.36
2016-臺東縣-2,2,16.41,51.76,75.25,973.19,2.28
2016-金門縣-2,2,12.4,41.3,70,1020.9,3
2016-連江縣-2,2,10.4,63.8,81,1014.1,3.5
2016-澎湖縣-2,2,17.15,24.6,75,1018.4,8.2
2016-臺北市-3,3,15.92,256.82,82.27,990.05,1.66
2016-新北市-3,3,15.82,319.72,85.43,998.47,1.58
2016-桃園市-3,3,15.78,308.95,83.64,1000.5,1.92
2016-基隆市-3,3,16.85,257.25,78,1011.4,4.75
2016-新竹縣-3,3,15.1,369.91,85.64,981.32,1.14
2016-新竹市-3,3,15.95,277.75,87,1014.4,1.5
2016-苗栗縣-3,3,16.08,347.71,86.65,998.16,1.46
2016-臺中市-3,3,17.16,282.97,81.55,988.37,1.79
2016-彰化縣-3,3,18.05,152.6,84.75,1013.42,2.04
2016-南投縣-3,3,13.73,305.33,83.86,899.04,1.56
2016-雲林縣-3,3,17.78,130.13,83.18,1007.24,2.27
2016-嘉義縣-3,3,17.28,175.92,83.09,977.39,1.62
2016-嘉義市-3,3,18.8,141.35,83.5,1012.9,1.25
2016-臺南市-3,3,18.91,113.93,83.03,1011.31,1.95
2016-高雄市-3,3,20.26,121.97,80.35,1007.27,1.56
2016-屏東縣-3,3,20.28,76.95,82.73,995.81,1.57
2016-宜蘭縣-3,3,16.27,182.81,78.5,981.23,1.68
2016-花蓮縣-3,3,16.32,169.64,79,971.53,1.13
2016-臺東縣-3,3,17.62,121.56,79,970.2,1.75
2016-金門縣-3,3,14.2,248.2,75,1016.7,2.7
2016-連江縣-3,3,12.4,154.1,85,1009.5,2.9
2016-澎湖縣-3,3,19.4,119.5,78,1014.7,6.15
2016-臺北市-4,4,22.2,207.3,84.36,984.51,1.59
2016-新北市-4,4,21.91,237.41,88.27,992.67,1.34
2016-桃園市-4,4,22.39,212.18,85.45,994.79,1.49
2016-基隆市-4,4,21.65,164.55,86,1005.15,3.6
2016-新竹縣-4,4,21.54,219.04,86.64,976.31,0.89
2016-新竹市-4,4,22.6,271.5,89.5,1008.45,1.4
2016-苗栗縣-4,4,22.97,249.79,86.65,992.69,1.29
2016-臺中市-4,4,22.87,224.02,82.74,970.68,1.67
2016-彰化縣-4,4,24.64,146.25,85.25,1008.44,1.62
2016-南投縣-4,4,19.1,240.9,81.19,896.67,1.64
2016-雲林縣-4,4,24.31,154.54,84.32,1002.42,1.89
2016-嘉義縣-4,4,23.31,209.98,81.91,973.39,1.5
2016-嘉義市-4,4,25.55,190,81,1008,1.3
2016-臺南市-4,4,25.44,231.23,81.68,1006.51,1.67
2016-高雄市-4,4,25.99,220.93,79.56,1002.76,1.52
2016-屏東縣-4,4,25.31,196.16,80.42,991.6,1.48
2016-宜蘭縣-4,4,21.92,108.77,82.5,975.85,1.42
2016-花蓮縣-4,4,21.75,93.88,79,966.64,1.03
2016-臺東縣-4,4,22.84,119.59,80,965.69,1.56
2016-金門縣-4,4,19.7,274.6,82,1009.9,2.1
2016-連江縣-4,4,17.6,211.8,92,1002.5,2.9
2016-澎湖縣-4,4,24.7,265.6,84,1009.65,3.8
2016-臺北市-5,5,25.09,179.34,82,982.93,1.57
2016-新北市-5,5,24.86,209.56,86.23,991.02,1.39
2016-桃園市-5,5,25.57,185.55,82.64,992.96,1.63
2016-基隆市-5,5,25.1,126.45,85,1003.45,4.15
2016-新竹縣-5,5,24.36,205.12,85.45,974.72,0.94
2016-新竹市-5,5,26.15,142.5,85,1006.5,1.6
2016-苗栗縣-5,5,25.79,175.5,84.41,990.85,1.28
2016-臺中市-5,5,24.31,141.21,80.8,946.12,1.72
2016-彰化縣-5,5,27.42,69.38,82.25,1006.36,1.68
2016-南投縣-5,5,20.51,171.25,83.86,884.27,1.7
2016-雲林縣-5,5,26.85,46.78,82.86,1000.53,2
2016-嘉義縣-5,5,25.46,122.36,81.95,971.73,1.55
2016-嘉義市-5,5,27.95,56.75,78,1006.15,1.55
2016-臺南市-5,5,27.62,88.31,80.13,1004.61,1.76
2016-高雄市-5,5,27.95,134.33,79,1000.92,1.57
2016-屏東縣-5,5,26.99,121.33,80.56,989.14,1.53
2016-宜蘭縣-5,5,24.13,253.66,82,974.49,1.31
2016-花蓮縣-5,5,23.82,187.92,83,965.3,0.96
2016-臺東縣-5,5,24.61,112.92,80.5,964.38,1.48
2016-金門縣-5,5,24.1,223.5,84,1007.4,2.3
2016-連江縣-5,5,22.3,69.9,91,1000.5,3.2
2016-澎湖縣-5,5,27.05,81.9,83,1007.85,4.15
2016-臺北市-6,6,27.44,306.22,80.67,979.34,1.42
2016-新北市-6,6,27.27,352.75,83.67,988.79,1.29
2016-桃園市-6,6,28,404.63,79.27,990.85,1.93
2016-基隆市-6,6,27.95,301.6,83,1001.05,4.15
2016-新竹縣-6,6,26.55,288.79,82.91,972.93,1.08
2016-新竹市-6,6,28.8,124.75,82,1004.3,2.15
2016-苗栗縣-6,6,28.12,251.69,80.35,989.07,1.62
2016-臺中市-6,6,25.69,344.05,79.96,944.94,1.91
2016-彰化縣-6,6,28.94,242.4,81.65,1004.91,1.78
2016-南投縣-6,6,21.39,456.7,83.27,883.63,1.79
2016-雲林縣-6,6,28.28,278.96,82.86,999.24,2.17
2016-嘉義縣-6,6,26.54,531.9,83.05,970.69,1.68
2016-嘉義市-6,6,29,288.75,79.5,1004.85,1.75
2016-臺南市-6,6,28.65,428.52,82.21,1003.46,1.83
2016-高雄市-6,6,28.73,486.73,81.44,999.86,1.7
2016-屏東縣-6,6,27.86,517.28,83,988.77,1.65
2016-宜蘭縣-6,6,26.21,286.04,80.5,972.42,1.37
2016-花蓮縣-6,6,25.75,157.2,83.5,963.6,1.01
2016-臺東縣-6,6,26.25,149.28,80.25,962.99,1.45
2016-金門縣-6,6,27.9,55,85,1005.1,2
2016-連江縣-6,6,26.65,109.2,90.5,1004,3.55
2016-澎湖縣-6,6,28.45,47.6,86.25,1006.95,3.38
2016-臺北市-7,7,28.27,183.05,77.42,978.2,1.62
2016-新北市-7,7,28.17,228.52,80.1,987.89,1.51
2016-桃園市-7,7,28.98,75.42,74.36,989.72,1.95
2016-基隆市-7,7,28.95,80.65,79.5,1000.25,4.4
2016-新竹縣-7,7,27.38,94.86,79.18,971.66,1.05
2016-新竹市-7,7,29.55,34.25,77.5,1002.85,1.95
2016-苗栗縣-7,7,28.82,86.07,77,987.45,1.52
2016-臺中市-7,7,26.4,134.88,75.88,943.32,1.88
2016-彰化縣-7,7,29.65,87.7,78.3,1003.38,1.91
2016-南投縣-7,7,22.13,220.7,80,882.14,1.63
2016-雲林縣-7,7,28.7,219,80.59,997.46,2.25
2016-嘉義縣-7,7,26.85,329.73,81.55,968.97,1.73
2016-嘉義市-7,7,29.4,223.35,77,1003.05,1.75
2016-臺南市-7,7,29.05,402,80.13,1001.64,1.99
2016-高雄市-7,7,29.11,523.72,79.79,998.09,1.78
2016-屏東縣-7,7,27.96,680.63,82.35,987.06,1.71
2016-宜蘭縣-7,7,27.06,188.96,78,971.65,1.63
2016-花蓮縣-7,7,26.4,411.24,82,962.63,1.12
2016-臺東縣-7,7,26.75,326.96,78.5,961.57,1.89
2016-金門縣-7,7,28.9,137,82,1004,2
2016-連江縣-7,7,27.95,48.5,89,1000.95,4.8
2016-澎湖縣-7,7,28.45,242.98,86.5,1003.55,4.28
2016-臺北市-8,8,27.97,88.54,75,975.32,1.52
2016-新北市-8,8,27.79,130.7,79.03,984.91,1.41
2016-桃園市-8,8,28.38,106.25,75.82,986.93,1.39
2016-基隆市-8,8,29,67.55,76.5,997.3,3.65
2016-新竹縣-8,8,26.63,144.58,83.18,968.91,0.66
2016-新竹市-8,8,28.65,109,81.5,1000.1,1.2
2016-苗栗縣-8,8,27.74,197.12,83.06,984.62,0.96
2016-臺中市-8,8,25.82,202.7,81.16,940.3,1.53
2016-彰化縣-8,8,29.14,140.4,82.65,1000.05,1.42
2016-南投縣-8,8,21.98,192.27,83.77,879.09,1.41
2016-雲林縣-8,8,28.31,141.91,83.95,994.26,1.62
2016-嘉義縣-8,8,26.53,219.56,84.55,965.74,1.33
2016-嘉義市-8,8,28.85,304.95,82.5,999.8,1.15
2016-臺南市-8,8,28.51,205.2,83.08,998.39,1.65
2016-高雄市-8,8,28.39,342.94,82.68,994.81,1.61
2016-屏東縣-8,8,27.17,547.32,86.08,983.78,1.47
